"id";"product_name";"countries";"ingredients";"brands";"stores";"energy_100g (kcal)";"sugars (g)";"fat (g)";"nutriments";"image_url"
"8000300300437";"Truffes coeur fondant - chocolat noir ";"France";"Pâte de cacao, sucre, beurre de cacao, _lait_ concentré sucré, humectant, sorbitol, _beurre_ pâtissier, sirop de glucose, _lait_ entier en poudre, cacao, _lactose_, émulsifiant, lécithine de tournesol, _petit-lait_ en poudre, stabilisant, invertase, arôme., _lait_, sucre";"Nestlé";"";"468.22223";"36";"30.3";"fiber_value 6.4, carbohydrates_value 40.5, fat_value 30.3, saturated-fat_value 18.3, proteins_value 5.4, energy_100g 1960, salt_value 0.1, energy_value 1960, sodium_value 0.03937007874015748, sugars_value 36";""
"8000300330045";"Top Crunch";"France";"Chocolat au lait, céréales croustillantes, ., sucre, _pâte de cacao_, _lait_ écrémé en poudre, _beurre_ de cacao, _beurre_ pâtissier, _lactose_, _petit-lait_ en poudre, lécithine de tournesol, agents d'enrobage, gomme d'acacia, shellac, arôme naturel de vanille, farine de riz, farine de maïs, sucre, cacao maigre, malt de _blé_, sel, _lait_ écrémé en poudre";"Nestlé";"Géant Casino";"483.27222";"45.2";"21.9";"proteins_value 8.6, saturated-fat_value 13.1, sodium_value 0.13779527559055116, sugars_value 45.2, energy_value 2023, salt_value 0.35, energy_100g 2023, fiber_value 3.6, fat_value 21.9, carbohydrates_value 60.5";""
"8003340090177";"Lindor Lait";"France";"Sucre, matière grasse végétale, beurre de cacao, pâte de cacao, poudre de _lait_, poudre de _lait_ écrémé, _lactose_, beurre _laitier_ concentré, émulsifiant, lécithine de _soja_, extrait de malt d'_orge_, arômes, vanille en gousse., coprah, palmiste";"Lindt";"Cora";"618.48334";"43";"47";"salt_value 0.23, energy_100g 2589, sodium_value 0.09055118110236221, sugars_value 43, energy_value 2589, proteins_value 4.9, saturated-fat_value 35, carbohydrates_value 44, fat_value 47";""
"8003340092386";"Lindor Noir";"France";"Sucre, pâte de cacao, matière grasse végétale, beurre de cacao, beurre laitier concentré, lactose, poudre de lait écrémé, poudre de lait, lécithine de soja, arômes, vanille en gousse, extrait de malt d'orge.";"Lindt";"Intermarché";;;;"";""
"8003340097220";"Lindor Caramel";"France";"";"Lindt";"";"621.58887";"42";"48";"proteins_value 4.8, saturated-fat_value 36, energy_value 2602, sugars_value 42, sodium_value 0.11023622047244096, salt_value 0.28, energy_100g 2602, fat_value 48, carbohydrates_value 43";""
"8003340091303";"Lindor Lait";"France";"Sucre, matière grasse végétale, beurre de cacao, pâte de cacao, poudre de _lait_, poudre de _lait_ écrémé, _lactose_, beurre _laitier_ concentré, émulsifiant, lécithine de _soja_, extrait de malt d'_orge_, arômes, vanille en gousse.";"Lindt";"";;;;"";""
"8002415250126";"mou cream";"France";"Sucre, sirop de glucose, _LAIT_, huile de coco non hydrogénée, amidon modifié, maïs, colorant, E150a, gélatine, stabilisant, glycérol, sel, arômes., _LAIT_ ENTIER en pondre, eau";"Liking";"Forains La Plaine";"1661";"66.9";"6.3";"saturated-fat_value 5.7, proteins_value 1.0, energy_100g 1661, salt_value 0.325, sugars_value 66.9, sodium_value 0.1279527559055118, energy_value 397, carbohydrates_value 84.0, fat_value 6.3";""
"8003440120156";"Golia";"France, italie";"Gomme arabique, sucre, sirop de glucose, sorbitol, glycérol, jus de réglisse, E150a, arômes naturels.";"Respiro Golia";"";"239.60556";"31.6";"0.2";"fat_value 0.2, carbohydrates_value 45.2, saturated-fat_value 0.2, proteins_value 0, sugars_value 31.6, sodium_value 0.007874015748031496, energy_value 1003, energy_100g 1003, salt_value 0.02";""
"57402376";"Fylld Lakrits med Pepparmintsmak";"Sverige";"socker, glukossirap, engelsk sirap, _vetemjöl_, modifierat majs- och potatisstärkelse, härdat vegetabiliskt fett, fuktighetsbevarande medel, glycerol, rålakrits, emulgeringsmedel, mono- och diglycerider av fettsyror, förtjockningsmedel, arabisk gummi, salt, pepparmintsolja, aromämne, palmkärna, kokos";"Toms";"";"376.25";"66";"3.4";"saturated-fat_value 3.1, proteins_value 1.2, sodium_value 0.10236220472440945, sugars_value 66, energy_value 1575, energy_100g 1575, salt_value 0.26, fat_value 3.4, carbohydrates_value 84";""
"0751895000094";"Tequila Flavour with Worm";"United States";"Maltitol syrup, insect larva, natural and artificial falvoring.";"Hotlix";"";;;;"";""
"0759474100029";"";"United States";"";"";"";;;;"";""
"4601798030055";"Mini chupa chups";"France";"Sucettes goûts fraise, pomme et orange, Sucre, sirop de glucose, purée de fruit, acidifiants, arômes, colorants, .

Sucettes goût cola, sucre, sirop de glucose, acidifiants, arômes, colorant, E150d, ., pomme, cerise, framboise, ananas, citron vert, citron, fraise, pêche, banane, orange, myrtille, mûre, mangue, pastèque, kiwi, acide lactique, acide malique, acide citrique, E100, E160c, E162, acide lactique, acide malique, acide citrique";"Chupa Chups";"";"395.6";;"0";"carbohydrates_value 96.3, energy_100g 1656, fat_value 0, energy_value 1656, proteins_value 0.02";""
"4605516011500";"Изюм в шоколадной глазури";"Россия";"сахар, изюм, шоколадная глазурь, сахар, какао тертое, эквивалент масла какао, растительные
негидрогенизированные масла, ), какао-порошок, эмульгаторы лецитин соевый, E476, ароматизатор
«Ваниль»), какао-порошок, патока, добавка препятствующая слеживанию и
комкованию E553), антиокислитель аскорбиновая кислота, ароматизатор
«Ваниль», загуститель крахмал картофельный., пальмовое, ши, иллипе, подсолнечное";"РотФронт";"";"403.72223";;"9";"fat_value 9, energy_value 1690, carbohydrates_value 73, energy_100g 1690, proteins_value 3.5, fiber_value 6.8";""
"4605516010947";"Драже Грильяж в шоколадной глазури";"Россия";"сахар, шоколадная глазурь, ), какао-порошок, соевый лецитин, E476, ароматизатор «Ваниль»), патока, семена кунжута, какао-порошок, E553, аскорбиновая кислота, ароматизатор «Ваниль», картофельный крахмал, сахар, тёртое какао, растительные негидрогенизированные масла, пальмовое масло, масло ши, масло иллипе, подсолнечное масло";"РотФронт";"Магнит, Петровский";"465.83334";;"17";"fiber_value 4.2, proteins_value 5.5, energy_value 1950, fat_value 17, energy_100g 1950, carbohydrates_value 70";""
"4607117890805";"карамель «Барбарис»";"Россия";"сахар, патока, вода питьевая, регулятор кислотности, лимонная кислота, краситель, E120, растительный экстракт «Экстракт барбариса», ароматизатор «Барбарис», ароматизатор «Ванильный»";"Барбарис, Рот Фронт";"";"396.55554";;"0.2";"energy_value 1660, fat_value 0.2, energy_100g 1660, carbohydrates_value 97, proteins_value 0";""
"9160131201538";"Sucette au chocolat";"France";"Chocolat au _lait_ ou chocolat noir 55% ou chocolat blanc, beurre de cacao, jus de betterave, sucette rose, sucre de canne blond, beurre de cacao, _lait_ en poudre entier, masse de cacao, vanille en poudre";"belledonne";"";"554.2222";"48";"36";"fat_value 36, carbohydrates_value 50, energy_value 2320, sugars_value 48, sodium_value 0.05905511811023622, energy_100g 2320, salt_value 0.15, saturated-fat_value 22, proteins_value 61";""
"20386665";"Sucettes Cold-Citron";"France";"sucre, sirop de glucose, acidifiant, acide citrique, acide lactique, sirop colorant de sucre caramélisé, correcteur d'acidité, lactate de sodium, arômes naturels, extrait colorant de curcuma";"Emotionaly";"LIDL";"390.82224";"69.2";"0";"salt_value 0.1, energy_100g 1636, energy_value 1636, sugars_value 69.2, sodium_value 0.0393700787401575, proteins_value 0, saturated-fat_value 0, carbohydrates_value 94.3, fat_value 0, fiber_value 0";""
"20054922";"Chenilles acidulées";"France";"Sirop de glucose, sucre, amidon modifié de pomme de terre, gélatine, acidifiants, acide citrique, acide lactique, acide malique, extraits colorants de plantes et de fruits, concentré d'algue, spiruline, arôme naturel, matière grasse végétale., cassis, carotte, patate douce, radis, pomme, curcuma, carthame, ortie, épinard";"Sugarland";"Lidl";"342.80554";"47";"0.1";"fat_value 0.1, carbohydrates_value 77.6, fiber_value 0.2, energy_value 1435, sodium_value 0.1, sugars_value 47, energy_100g 1435, proteins_value 4.5, saturated-fat_value 0.1";""
"01890778";"Butterfly Confetti";"United Kingdom";"Sugar, Rice Flour, Cocoa Butter, Thickener, Tragacanth, Safflower Concentrate, Colour, Beetroot Red";"Sainsbury's, by sainsbury's";"Sainsbury's";"426.89444";"91.6";"5.4";"fat_value 5.4, carbohydrates_value 92.3, fiber_value 0.6, energy_value 1787, sodium_value 0, sugars_value 91.6, energy_100g 1787, saturated-fat_value 3.2, proteins_value 0.8";""
"29039050";"Erdbeer Sahne";"Deutschland";"Süßungsmittel, _Sahne_, 5‚, _Butter_, Säuerungsmittel, Palmfett, Farbstoff, natürliches Erdbeeraroma mit anderen natürlichen Aromen, Emulgator, _Sojalecithine_, Speisesalz, Holunderkonzentrat, Erdbeersaftkonzentrat., Isomalt, Sucralose, Milchsäure, Natriumlactat, Titandioxid, Paprikaextrakt";"Sweet Smile";"";"272.8111";"0.5";"6.5";"fat_value 6.5, carbohydrates_value 89, energy_value 1142, sugars_value 0.5, sodium_value 0.2480314960629921, polyols_value 87, energy_100g 1142, salt_value 0.63, saturated-fat_value 4.0, proteins_value 0.2";""
"20433871";"Naranjas confitadas bañadas de chocolate negro";"España";"naranja confitada, chocolate negro, . Cacao, mínimo., naranja, jarabe de glucosa y fructosa, azúcar, acidulante, ácido cítrico, E, 330), conservadores, sorbato potásico, E, 202), metabisulfito sódico, E-223, contiene _sulfitos_, azúcar, pasta de cacao, manteca de cacao, emulgente, lecitina de _soja_, E, 322), aroma";"Deluxe, //Propiedad de://, Lidl Stiftung & Co. KG, //Perteneciente a://, Schwarz Beteiligungs GmbH";"Lidl";"414.95";"55.0";"16.0";"energy_100g 1737, salt_value 0.05, sodium_value 0.01968503937007874, sugars_value 55.0, energy_value 1737, saturated-fat_value 10.0, cocoa_value 25, proteins_value 3.0, carbohydrates_value 62.0, fat_value 16.0";""
"3272610000399";"Croibleu";"France";"Sirop de glucose, sucre, dextrose, arôme, colorant, caramel E150d";"Verquin";"";"389.86667";"66";"0";"sugars_value 66, sodium_value 0.007874015748031496, energy_value 1632, energy_100g 1632, salt_value 0.02, saturated-fat_value 0, proteins_value 0, fat_value 0, carbohydrates_value 96";""
"3270190141419";"Fraîcheurs Lait chocolat lait fondant";"France";"Graisses végétales, sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, huile végétale, _noisettes_, poudre de _lait_ écrémé, émulsifiant, lécithine de tournesol, arômes, matière grasse de _lait_ anhydre., palme, karité";"Esprit de Fête";"Carrefour";"666.5";"35";"57";"fiber_value 1.2, fat_value 57, carbohydrates_value 35, saturated-fat_value 30, proteins_value 4.5, sugars_value 35, sodium_value 0.04330708661417323, energy_value 2790, energy_100g 2790, salt_value 0.11";""
"3270190124528";"Classic extra sweet";"France";"Sirop de glucose, sucre, gélatine de porc, acidifiants, stabilisants, sorbitol, extraits colorants de fruits et de plantes, concentré d'algues, spiruline, arômes, huiles végétales de palme et de coco, agents d'enrobage, cire d'abeille, cire de camauba, acide citrique, acide lactique, cassis, carotte, curcuma, carthame, citron, paprika, ortie, épinard";"Carrefour";"Carrefour Market";"341.85";"48";"0.1";"fat_value 0.1, carbohydrates_value 77, fiber_value 0.2, energy_value 1431, sodium_value 0.008, sugars_value 48, salt_value 0.02032, energy_100g 1431, proteins_value 5.2, saturated-fat_value 0.1";""
"3276650116300";"Marshmallows";"France";"Sirop de glucose-fructose de blé, sucre, eau, dextrose de blé, gélatine de boeuf halal, amidon, arôme, colorants naturels, E100, E120, E160c, E141.";"Samia";"Auchan";"329.66666";"59.6";"0.1";"carbohydrates_value 78.5, fat_value 0.1, proteins_value 3.69, saturated-fat_value 0.0659, energy_100g 1380, energy_value 1380, sugars_value 59.6";""
"3276650116348";"Bonbons Pastèques";"France";"Sirop de glucose, sucre, amidon de maïs, gélatine de boeuf Halal, humectant, acide malique, Concentré végétale, Radis, Carthame, Citron, Potiron, Pomme, Tomate, Cassis, Carotte, Gélifiant, colorants, E100, E120, E133, E171., Glycérol, acidifiant, acide citrique, Pectines, Arômes";"Samia";"Carrefour";"342.80554";"57.8";"0.2";"energy_100g 1435, salt_value 0.13, energy_value 1435, sodium_value 0.051181102362204724, sugars_value 57.8, saturated-fat_value 0.2, proteins_value 4.1, carbohydrates_value 80.9, fat_value 0.2";""
"3276650116287";"Assortiment de bonbons";"France";"Sirop de glucose, sucre, gélifiant, gélatine de boeuf halal, humectant, sorbitols, amidon de maïs, acidifiant, acide lactique, acide citrique, sirop de sucre inverti, concentré végétal, radis, potiron, pomme, tomate, paprika, cassis, carptte carthame, citron, gélifiant, pectines, arômes, colorants, E100, E120, E160a";"Samia";"Auchan";"342.0889";"62.5";"0";"fat_value 0, carbohydrates_value 80.6, saturated-fat_value 0, proteins_value 4.9, energy_value 1432, sugars_value 62.5, energy_100g 1432";""
"3276650116331";"Assortiment de bonbons piquants halal";"France";"sirop de glucose, sucre, gélifiant, gélatine de boeuf halal, humectant, glycérol, acidifiant, acide malique, acide citrique, gélifiant, carthame, arômes, concentré végétale, carotte, cassis avec colorant, E100, E120, E133, E171, pectine, concentré végétale, citron";"Samia";"Carrefour Market";"1418";"59.9";"0.1";"proteins_value 5.5, saturated-fat_value 0.1, energy_value 339, sugars_value 59.9, sodium_value 0.0551, salt_value 0.139954, energy_100g 1418, fat_value 0.1, carbohydrates_value 77.6";""
"3276650116294";"Bonbons tendres ";"France";"Sirop de glucose, sucre, graisse végétale hydrogénée, gélatine de bœuf halal, acide citrique, mono- et diglycérides d'acides gras, lécithine de colza, arômes, anthocyanes, extrait de paprika, curcumine.";"Samia";"Monoprix";"1657";"56.4";"6.9";"fat_value 6.9, carbohydrates_value 80.9, proteins_value 1.8, saturated-fat_value 6.7, sugars_value 56.4, sodium_value 0.00472, energy_value 396, salt_value 0.0119888, energy_100g 1657";""
"08772350";"Green & Black's Organic Butterscotch Milk Chocolate 37% Cocoa";"United Kingdom";"Raw cane sugar, whole milk powder, cocoa mass, cocoa butter, butterscotch, palm oil, molasses, natural flavouring), emulsifier, soya lecithin, vanilla extract, raw cane sugar, glucose syrup, butter, from milk";"Green & Black's";"Sainsbury's";"551.8333";"47.5";"34.5";"proteins_value 8.8, saturated-fat_value 20.5, energy_100g 2310, sugars_value 47.5, sodium_value 0.0984, energy_value 2310, fiber_value 2.7, carbohydrates_value 50.5, fat_value 34.5";""
"6163220017822";"Dragolo";"France";"Sirop de glucose, sucre, dextrose, amidon, gélatine, acidifiants, acide citrique, acide malique, correcteurs d'acidité, citrate monosodique, malates de sodium, concentrés de fruits et de plantes, arômes, jus de fruits concentrés, colorants, curcumine, carmins, bleu patenté V, charbon végétal, carotènes mélangés, lutéine, anthocyanes, extrait de fruit, caroube, sirop de sucre inverti, agents d'enrobage, cire d'abeille, cire de carnauba., citron, orange, pomme, kiwi, baie de sureau, cassis, aronie, raisin, épinard, ortie, fruit de la passion, mangue, pomme, orange, citron, fraise, framboise, ananas";"";"";"363.1111";;"0";"energy_value 1520, fat_value 0, energy_100g 1520, carbohydrates_value 85, proteins_value 4.5";""
"6411401037115";"Salmiakki";"Finland";"Sucre, épaississant, E414, fécule de pomme de terre modifiée, sirop de glucose, extrait de réglisse, chlorure d'ammonium, sel, stabilisant, E420, sirop de glucose-fructose, arôme, agent d'enrobage, E903, .";"Fazer";"";"983";;"0.1";"proteins_value 0, energy_value 235, fat_value 0.1, energy_100g 983, carbohydrates_value 58";""
"3585796053432";"Douceurs de Jeanne - Menthe";"France";"sucre, réglisse, arômes, menthol, vanilline, anéthol, gomme arabique, oxyde de titane, cire de caranauba";"Mémoires sucrées";"";;;;"";""
"3588400258032";"Mini Cables Tornado Acides";"France";"Sucre, sirop de glucose et de fructose, farine de blé, gluten, amidon, acidifiant, E296, graisse végétale, palme, gélatine, acidifiants, E270, E330. arômes, correcteurs d‘acidlté, E325, E331, sel, émulsifiants E471, humectant, E110, E129, E133, E171). Fabriqué dans une société qui utilise également des derivés lactés., E422. colorants, voir cachet, E102";"Togolo";"";"364.30554";"69";"1.0";"saturated-fat_value 0.6, proteins_value 1.5, sodium_value 0.07874015748031496, sugars_value 69, energy_value 1525, energy_100g 1525, salt_value 0.20, fat_value 1.0, carbohydrates_value 86";""
"3588400258063";"Bananes Chabada";"France";"Sucre, sirop de glucose, eau, gélatine, acidifiants, E330, E270, correcteur d'acidité, E325, arômes";"Togolo";"";"351.40555";"75";"0";"proteins_value 2.5, saturated-fat_value 0, salt_value 0.10, energy_100g 1471, sodium_value 0.03937007874015748, sugars_value 75, energy_value 1471, carbohydrates_value 84, fat_value 0";""
"3588400257752";"Halloween";"France";"Sirop de glucose, sucre, eau, gélatine, dextrose, amidon, acidifiants, E330, E270, correcteur d’acidité, E325, graisse végétale, palme, gélifiant, pectine, humectant, E420, arômes concentrés de fruits et préparation d’extrait végétal, agents d’enrobage, E901, E903, huile végétale, colorant, voit cachet.
Colorants, E100, E120, E133, E150D, E160c, E171, carotte, cassis noir, palme, coco";"Togolo";"";;;;"";""
"3587361054066";"Sucettes 3 effets Astérix";"France";"Sucre, sirop de glucose, gomme base, acidifiants, acide citrique, acide malique, humectant, glycérine, antioxygène, BHA, arômes et colorants, E133 et extraits de légumes.";"Astérix";"Cora";;;;"";""
"3587361055735";"Mini Chewies (Fraise)";"France";"Sucre, sirop de glucose, épaississant, E100, E133, agent d'enrobage, cire de carnauba., gomme arabique, acidifiants, acide citrique, huile de palme hydrogénée, arômes, colorants, E120";"Brabo, FunnyCandy";"Netto";"1644";"75";"0";"fat_value 0, carbohydrates_value 80, fiber_value 0, energy_value 393, sugars_value 75, sodium_value 0, energy_100g 1644, proteins_value 0, saturated-fat_value 0";""
"80749493";"Fruit-tella sans sucres Expresso";"France";"Isomalt, Acésulfame K, _Crème_, _Beurre_, Café, 2‚, Agent de charge, Polydextrose, émulsifiant, Lécithine de _Soja_, Sel, Colorant, E150b, Arômes, Graisse de noix de coco";"Fruit-tella, Perfetti Van Melle";"Intermarché";"269.70557";"0";"7.1";"energy_100g 1129, salt_value 0.57, energy_value 1129, sugars_value 0, sodium_value 0.2244094488188976, polyols_value 85, saturated-fat_value 4.9, proteins_value 0, carbohydrates_value 85, fat_value 7.1";""
"26049472";"Cerise à la liqueur";"France";"sucre, pâte de cacao, cerise, liqueur, beurre de cacao, _beurre_ concentré, émulsifiant lécithine de _soja_, arôme., sucre, eau, sirop de glucose, alcool, arômes";"Isaura";"Aldi";"448.87222";"46.4";"21.4";"fiber_value 0, fat_value 21.4, carbohydrates_value 50.3, saturated-fat_value 13.2, proteins_value 4, sodium_value 0.03937007874015748, sugars_value 46.4, energy_value 1879, energy_100g 1879, salt_value 0.1";""
"686464527002";"Garfield fish candy";"United States";"";"Kidsmania";"";;;;"";""
"20725293";"Menthos pure fresh";"France";"édulcorants, gomme base, glycerol, arômes, gomme arabique, gomme xanthane, dioxyde de titane, curcumine, bleu brillant FCF, lécithine de soja, extraits naturels de thé vert, huile végétale, cire de caranauba, E321, xylitol, mannitol, sorbitol, maltitol, sirop de maltitol, aspartame, acesulfame K, sucralose";"Menthos";"Super U";"178.68889";"0";"0.1";"carbohydrates_value 74, fat_value 0.1, fiber_value 1.1, energy_100g 748, sugars_value 0, sodium_value 0, polyols_value 74, energy_value 748, saturated-fat_value 0, proteins_value 0";""
"21257860";"Traditional Barbecue Marshmallows";"Deutschland";"Glukose-Fruktose-Sirup, Zucker, Wasser, Dextrose, Maisstärke, Schweinegelatine, natürliches Aroma";"American";"";"339.9389";"70.0";"1.0";"carbohydrates_value 78.0, fat_value 1.0, saturated-fat_value 1.0, proteins_value 3.8, energy_100g 1423, salt_value 0.25, sodium_value 0.09842519685039369, sugars_value 70.0, energy_value 1423";""
"54138360";"Frisk";"France";"Édulcorants, acidifiant, acide citrique, arômes, antiagglomérant, colorant, riboflavine, ., sorbitol, sucralose, acésulfame K, sels de magnésium d'acides gras, huile de tournesol totalement hydrogénée, concentrés de fruits et plantes, radis, cassis, pomme";"Frisk";"";"249.16112";"0";"1.5";"fat_value 1.5, carbohydrates_value 95, saturated-fat_value 1.5, proteins_value 0, energy_value 1043, sugars_value 0, sodium_value 0, polyols_value 95, energy_100g 1043, salt_value 0";""
"3263852320116";"Bonbons aux plantes ";"France";"";"Leader price";"";;;;"";""
"3263852320192";"Bonbons goût citron mélisse";"France";"Édulcorants, isomalt, sucralose, acidifiant, acide citrique, arômes, extrait de plantes, 0‚, colorants, curcumine, extrait de paprika.";"Leader Price";"";"231.72223";"0";"0";"carbohydrates_value 97, fat_value 0, fiber_value 0, salt_value 0.03, energy_100g 970, energy_value 970, polyols_value 97, sodium_value 0.011811023622047244, sugars_value 0, proteins_value 0, saturated-fat_value 0";""
"3263852328815";"Bonbons sans sucres goût caramel";"France";"Edulcorant, crème fraîche, sel, arômes, poudre de _lait_ écrémé, colorant, caramel ammoniacal, émulsifiant, lécithine de tournesol, sirop de maltitol, isomalt, acésulfame K";"Leader Price";"Leader Price";"267.55554";"0.5";"6";"sodium_value 0.3307086614173228, polyols_value 88.5, sugars_value 0.5, energy_value 1120, energy_100g 1120, salt_value 0.84, saturated-fat_value 4, proteins_value 0, fat_value 6, carbohydrates_value 89";""
"3263852327016";"20 sucettes";"France";"sirop de glucose de blé, sucre, acidifiant, E330, arômes, colorant, E150c., cerise, citron, cola, chocolat, orange";"Leader Price";"Leader Price";"393.92776";"62";"0";"saturated-fat_value 0, proteins_value 0, energy_value 1649, sugars_value 62, sodium_value 0, energy_100g 1649, nutrition-score_value 14, salt_value 0, fiber_value 0, fat_value 0, carbohydrates_value 97";""
"3263852321717";"Eucalyptus menthol";"France";"sirop de glucose, sucre, huile essentielle d'eucalyptus, sirop de sucre caramélisé, menthol, huile végétale.";"Edelweiss, Leader Price";"Leader Price";;;;"";""
"3263852328792";"Bonbons tendres aux jus de fruits";"France";"Sucre, sirop de glucose, graisse végétale de palme, gélatine de porc, acidifiant, E330, arômes, jus de fruits à base de concentré 0‚, émulsifiant, mono, et diglycérides d'acides gras, colorants, E120, E160c, E100., orange, citron, frais, framboise, cerise, équivalent en jus de fruits reconstitués";"Leader Price";"Leader Price";"411.84445";"63.3";"8";"energy_100g 1724, salt_value 0.02, energy_value 1724, sugars_value 63.3, sodium_value 0.007874015748031496, saturated-fat_value 4.3, proteins_value 1.4, carbohydrates_value 82.6, fat_value 8";""
"3263852407022";"Pastilles du Bassin de Vichy";"France";"Sucre, émulsifiant, sels de magnésium d'acides gras, sels minéraux extraits des eaux du Bassin de Vichy 0‚, arôme menthe 0‚, sirop de glucose de blé";"Leader Price";"Leader Price";"404.91666";"99";"0.2";"sugars_value 99, sodium_value 0.03, energy_value 1695, salt_value 0.0762, energy_100g 1695, proteins_value 0.3, saturated-fat_value 0, fat_value 0.2, carbohydrates_value 99, fiber_value 0.1";""
"3263850574610";"Mini bonbons sans sucres à la menthe";"France";"Edulcorants, maltitols, sucralose, arômes naturels de menthe, colorant, indigotine.";"Franprix";"";"231.72223";"0.2";"0";"carbohydrates_value 96.9, fat_value 0, salt_value 0.01, energy_100g 970, sugars_value 0.2, sodium_value 0.003937007874015748, polyols_value 96.7, energy_value 970, proteins_value 0, saturated-fat_value 0";""
"3263855573311";"Chocolats fraîcheur lait";"France";"Graisses végétales de palme et de karité, sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, huile de _noisettes_, poudre de _lait_ écrémé, arômes, émulsifiants, lécithine de tournesol, matière grasse _laitière_ anhydre.";"Trocadéro";"Franprix";"670.8";"35";"57";"saturated-fat_value 30, proteins_value 4.5, energy_100g 2808, salt_value 0.11, energy_value 2808, sodium_value 0.04330708661417323, sugars_value 35, carbohydrates_value 36, fat_value 57";""
"3263852410718";"Crocodiles";"France";"";"Leader Price";"";;;;"";""
"3263852412415";"Crocodiles qui piquent...";"France";"Sirop de glucose-fructose, sucre, eau, gélatine de porc, E296, E330, E350, arômes, E160a, E120, E131.";"Leader Price";"Leader Price";"332.53333";"62.7";"0.1";"fat_value 0.1, carbohydrates_value 74.6, saturated-fat_value 0, proteins_value 4.8, energy_value 1392, sodium_value 0.177, sugars_value 62.7, energy_100g 1392";""
"3263852411715";"Assortiment gélifiés";"France";"";"Leader Price";"";;;;"";""
"3263852411616";"Lucioles";"France";"sirop de glucose, sucre, amidon de pomme de terre modifié, gelatine de port, acidifiants, E330-E270-E296, correcteur     d'acidité, E333, arômes, graisse végétale, extraits colorants de fruits et de plantes, colorants, E120-E131-E171, ., curcuma, paprika";"Leader Price";"Leader Price";"331.81668";"47";"0.1";"sugars_value 47, sodium_value 0.1, energy_value 1389, energy_100g 1389, salt_value 0.254, saturated-fat_value 0.1, proteins_value 4.4, fat_value 0.1, carbohydrates_value 77, fiber_value 0.2";""
"3263852410916";"Anneaux";"France";"sirop de glucose, sucre, gélatine de porc, E330, E270, E420, concentré de jus de pêche, extraits colorants de fruits et de plantes, arômes, cassis, carottes, curcuma, paprika";"Leader Price";"Leader Price";"336.59445";"50";"0";"proteins_value 4.8, saturated-fat_value 0, energy_100g 1409, sodium_value 0.1, sugars_value 50, energy_value 1409, fiber_value 0.2, carbohydrates_value 78, fat_value 0";""
"3263852411913";"Cactus qui piquent";"France";"Sirop de glucose-fructose de blé, sucre, gélatine de porc, acidifiants, E330, E296, correcteur d'acidité, E350ii, arômes, colorants, E120, E133, E161b.";"Leader Price";"Leader Price";"340.65555";"65.2";"0.08";"saturated-fat_value 0.01, proteins_value 5.2, energy_100g 1426, sodium_value 0.26, sugars_value 65.2, energy_value 1426, fiber_value 0, carbohydrates_value 75.3, fat_value 0.08";""
"3263852410510";"Colas";"France";"Sirop de glucose-fructose de blé, sucre, gélatine de porc, acidifiant, E330, colorants, E150c, E170, arômes";"Leader Price";"";"336.35556";"67";"0.1";"fiber_value 0, carbohydrates_value 77, fat_value 0.1, saturated-fat_value 0, proteins_value 5.6, energy_100g 1408, salt_value 0.1016, energy_value 1408, sodium_value 0.04, sugars_value 67";""
"3263852411210";"Marshmallows";"France";"Sirop de glucose-fructose de blé, sucre, eau, dextrose de blé, gélatine de porc, arôme, colorants, E120 et E141.";"Leader Price";"Leader Price";"344.95557";"71";"1";"fat_value 1, carbohydrates_value 79, fiber_value 0.3, energy_value 1444, sugars_value 71, sodium_value 0, nutrition-score_value 14, salt_value 0, energy_100g 1444, proteins_value 3.6, saturated-fat_value 0";""
"3263852410619";"Mini billes dragéifiées";"France";"Sucre, sirop de glucose, amidon transformé de maïs, colorants, E100, E131, E153, E160c, E163, huile végétale de coprah, agents d'enrobage, cire de carnauba, cire d'abeille, amidon de _blé_.";"Leader Price";"";"362.63333";"62.1";"0";"fat_value 0, carbohydrates_value 89.3, energy_value 1518, sugars_value 62.1, sodium_value 0.003937007874015748, energy_100g 1518, salt_value 0.01, saturated-fat_value 0, proteins_value 0";""
"3263852412095";"Assortiment Oursons, œufs, crocodiles";"France";"Sirop de glucose, sucre, eau -gélatine de porc, maltodextrine, acidifiant, E330, arômes, sirop de caramel, colorants, E120, E100, E140, E141ii, E160c, E160e, concentré de baies de sureau, extrait de spiruline, agents d‘enrobage, E901, E903, huile de palme, huile végétale de palmiste, huile végétale de coco.";"Leader Price";"Leader Price";"371.71112";"54.2";"1";"carbohydrates_value 82.3, fat_value 1, energy_100g 1556, salt_value 0.5, sodium_value 0.19685039370078738, sugars_value 54.2, energy_value 1556, saturated-fat_value 1, proteins_value 6.6";""
"3263626466019";"Pastilles au Miel";"France";"sucre*, sirop de glucose*, miel* 15%.";"Apidis";"Naturéo";"401.33334";"77";"0.5";"saturated-fat_value 0.1, proteins_value 0.5, energy_100g 1680, salt_value 0, energy_value 1680, sugars_value 77, sodium_value 0, carbohydrates_value 97, fat_value 0.5";""
