"id";"product_name";"countries";"ingredients";"brands";"stores";"energy_100g (kcal)";"sugars (g)";"fat (g)";"nutriments";"image_url"
"3116740032229";"Fizz Ball";"France";"Sucre, sirop de glucose, amidon modifié, acidifiants, correcteur d'acidité, malates de sodium, arômes, colorants, huile végétale de coprah, agents d'enrobage, amidon de _blé_., acide citrique, acide malique, E100, E120, E131, E153, E160c, E163, cire de carnauba, cire d'abeille";"Lutti";"Carrefour Market";"366.21667";"46";"0.5";"fat_value 0.5, carbohydrates_value 90, sugars_value 46, sodium_value 0.22047244094488191, energy_value 1533, energy_100g 1533, salt_value 0.56, saturated-fat_value 0.1, proteins_value 0.5";""
"3116740032731";"Calendrier de l'après";"France";"Sucre, sirop de glucose-fructose, chocolat au lait, graisse végétale de coprah, poudre de LAIT entier, gélatine, poudre de LAIT écrémé, éclats de caramel, acidifiants, acide citrique, acide malique, stabilisant, sorbitol, correcteur d'acidité, malates de sodium, arômes, émulsifiant, lécithines de SOJA, colorants, E120, E161b, E133, E172, E170., sucre, beurre de cacao, poudre de LAIT entier, pâte de cacao, poudre de LAIT écrémé, émulsifiant, lécithines de SOJA, sucre, sirop de glucose, LAIT entier, CRÈME fraîche, BEURRE salé, sel de Guérande, émulsifiants, lécithines de colza, sucroesters d'acides gras";"Lutti";"Cora";;;;"";""
"3116740030393";"Long fizz";"France";"Sucre, sirop de glucose-fructose, farine de blé, acidifiant, dextrose, huile végétale, arômes, extraits de plantes, antioxydants, colorants, ., acide malique, acide citrique, carotte, poivron, romarin, acide ascorbique, E306, E150d, E100, E131, E163";"Lutti";"";"373.14444";;"2";"proteins_value 2.5, energy_value 1562, fat_value 2, energy_100g 1562, carbohydrates_value 82";""
"3116740031703";"PartyFizz";"France";"Sirop de glucose-fructose, sucre, sirop de glucose, gélatine, amidon modifié, acidifiants, colorants, correcteur d'acidité, malate de sodium, arômes, graisse végétale totalement hydrogénée, palme, denrées alimentaires colorantes, ., acide citrique, acide malique, acide lactique, E100, E120, E131, E133, E150c, E160a, E160c, E170, concentrés de carotte noire, cassis, carotte";"Lutti";"";"346.62778";"63.7";"0.1";"fat_value 0.1, carbohydrates_value 79.4, saturated-fat_value 0.04, proteins_value 4.2, energy_value 1451, sodium_value 0.051181102362204724, sugars_value 63.7, energy_100g 1451, salt_value 0.13";""
"3116740032106";"Flexi-Fizz";"France";"";"Lutti";"";;;;"";""
"3116740032243";"Bubblizz Bomb";"France";"";"Lutti";"";"382.9389";"58.0";"0.3";"fat_value 0.3, carbohydrates_value 88.6, saturated-fat_value 0.2, proteins_value 0, alcohol_value 0, sugars_value 58.0, sodium_value 0.2755905511811023, energy_value 1603, energy_100g 1603, salt_value 0.70";""
"3116740032151";"Bubblizz fil";"France";"Sucre, sirop de glucose-fructose, farine de _blé_, acidifiants, dextrose, huile végétale, palme, arôme, colorants, antioxydants, ., acide malique, acide citrique, E133, E163, E171, acide ascorbique, E306";"Lutti";"Carrefour Market";"368.84445";"60";"2.5";"carbohydrates_value 81, fat_value 2.5, energy_100g 1544, sugars_value 60, energy_value 1544, proteins_value 2.5, saturated-fat_value 1.5";""
"3116740032045";"Flexi-Fizz Mix";"France";"Sucre, sirop de glucose-fructose, farine de _blé_, acidifiants, dextrose, huile végétale, palme, arômes, colorants, denrées alimentaires colorantes, sirop de sucre caramélisé, antioxydants, ., acide malique, acide citrique, E100, E131, E163, extrait de sureau, carthame, pomme, patate douce, acide ascorbique, E306";"Lutti";"Carrefour";"369.08334";"60";"2.3";"proteins_value 2.6, saturated-fat_value 1.2, salt_value 0.04, energy_100g 1545, energy_value 1545, sugars_value 60, sodium_value 0.015748031496062992, carbohydrates_value 81, fat_value 2.3";""
"3116740033172";"Dofus Fizz";"France";"Sirop de glucose-fructose, sucre, gélatine, acidifiants, correcteur d'acidité, malates de sodium, arômes, colorant, denrées alimentaires colorantes, ., acide citrique, acide malique, E161b, E133, concentré de patate douce, pomme, radis, cerise";"Lutti";"Cora";"342.56668";"64.9";"0";"carbohydrates_value 77.7, fat_value 0, proteins_value 5.3, saturated-fat_value 0, salt_value 0.28, energy_100g 1434, energy_value 1434, sugars_value 64.9, sodium_value 0.11023622047244094";""
"3116740032960";"Magnificat' Tendre Choco Noir";"France";"Sirop de glucose-fructose, chocolat noir, sucre, _beurre_ 5‚, _crème_ fraîche 4‚, _lait_ entier concentré, arômes, sel, émulsifiants, mono, et diglycérides d'acides gras, lécithines de _soja_., sucre, pâte de cacao, beurre de cacao, matière grasse _laitière_ anhydre, émulsifiant, lécithines de _soja_";"lutti";"";"441.46667";"62";"15.2";"proteins_value 1.8, saturated-fat_value 10, salt_value 0.38, energy_100g 1848, sodium_value 0.1496062992125984, sugars_value 62, energy_value 1848, carbohydrates_value 73, fat_value 15.2";""
"3116740031918";"Flexi-frizz mix";"France";"";"Lutti";"";"369.08334";"60";"2.3";"carbohydrates_value 81, fat_value 2.3, energy_100g 1545, salt_value 0.1, energy_value 1545, sugars_value 60, saturated-fat_value 1.2, proteins_value 2.6";""
"3116740032137";"Bubblizz";"France";"Sirop de glucose-fructose, sucre, gélatine, acidifiants, correcteur d'acidité, malate de sodium, colorants, arôme., acide citrique, acide malique, E120, E133, E170";"Lutti";"Cora";"327.27777";;"0";"carbohydrates_value 76.5, energy_100g 1370, fat_value 0, energy_value 1370, proteins_value 4.8";""
"3116740031345";"The Lapins Crétins";"France";"Sirop de glucose-fructose de blé, sucre, gélatine, acidifiants, correcteur d'acidité, malate de sodium, arômes, colorants, ., acide malique, acide citrique, E120, E133, E161B";"Lutti";"";"339.22223";"63.9";"0";"energy_100g 1420, energy_value 1420, sugars_value 63.9, saturated-fat_value 0, proteins_value 4.9, carbohydrates_value 76.2, fat_value 0";""
"3116740027669";"Best of, assortiment de 8 variétés";"France";"sucre, sirop de glucose, sirop de glucose-fructose, graisse végétale, acidifiants, lait écrémé concentré, lait entier concentré, dextrose, pâte de cacao, crème fraîche, beurre de cacao, correcteurs d'acidité, gélatine, beurre, poudre de lait entier, arômes, sucre inverti, graisse végétale hydrogénée, sel, colorants, émulsifiants, poudre de lait écrémé, matière grasse de lait, acide citrique, acide malique, acide lactique, carbonate acide de sodium, lactate de sodium, E100, E120, E131, E141ii, E150c, E160a, E161b, E163, E171, lécithine de soja, mono- et diglycérides d'acides gras";"Lutti";"";"407.54443";;"5.9";"proteins_value 1.1, energy_100g 1706, carbohydrates_value 85.3, energy_value 1706, fat_value 5.9";""
"3116740029397";"Bestfizz ";"France";"Sirop de glucose-fructose, sucre, gélatine, farine de blé, sirop de glucose, acidifiants, amidon modifié, eau, colorants, dextrose, arômes, correcteurs d'acidités, graisse végétale hydrogénée., acide citrique, acide lactique, acide malique, E100, E120, E131, E150c, E160a, E160c, E163, E170, malate de sodium, lactate de sodium";"Lutti";"";;;;"";""
"3116740026136";"Bestfizz";"France";"Sirop de glucose-fructose, sucre, gélatine, farine de blé, sirop de glucose, acidifiants, acide citrique, acide lactique, acide malique, amidon modifié, eau, gélifiants, arômes, correcteur d'acidité, malate de sodium, lactate de sodium), graisse végétale hydrogénée, E100, E120, E131, E133, E150c, E160a, E160c, E163, E170";"Lutti, Continental Sweets";"Auchan";"349.97223";;"0.4";"proteins_value 4.2, fat_value 0.4, energy_value 1465, carbohydrates_value 78.9, energy_100g 1465";""
"3116740029854";"Stickizz";"France";"sirop de glucose, sucre, eau, gélatine, acide citrique, colorants, arômes, E120, E161B, E150A, E170";"Lutti";"";"324.8889";;"0";"energy_100g 1360, carbohydrates_value 76, energy_value 1360, fat_value 0, proteins_value 5.5";""
"3116740027317";"Bonbons Lutti Scoubidou";"France";"Sirop de glucose-fructose, farine de _blé_, sucre, dextrose, huile végétale, palme, acidifiant, acide citrique, arômes, colorants, antioxydants, agent d'enrobage, cire d'abeille, ., E100, E131, E133, E163, E171, acide ascorbique, E306";"Lutti";"Cora";"366.69446";"52";"3";"fat_value 3, carbohydrates_value 79, proteins_value 3.3, saturated-fat_value 1.5, energy_value 1535, sugars_value 52, salt_value 0.1, energy_100g 1535";""
"3116740027096";"Arlequin Cocktail";"France";"Sirop de glucose, sucre, acidifiant, acide citrique, arômes, colorants, ., E100, E120, E131, E141, E160a, E160c, E161b";"Lutti";"";"388.9111";"58";"0";"carbohydrates_value 94, fat_value 0, proteins_value 0, saturated-fat_value 0, salt_value 0.01, energy_100g 1628, energy_value 1628, sugars_value 58, sodium_value 0.003937007874015748";""
"3116740022619";"Lutti Magnificat";"France";"Sirop de glucose, Sucre, Sirop de glucose-fructose, Crème fraîche 6‚, Lait entier concentré, Beurre 4‚, Arômes, Sel, Colorant, E150a, Émulsifiant, Lécithines de soja";"Lutti";"";"413.03888";"58";"6.6";"carbohydrates_value 86, fat_value 6.6, saturated-fat_value 4.3, proteins_value 0.9, energy_100g 1729, salt_value 0.4, sodium_value 0.15748031496062992, sugars_value 58, energy_value 1729";""
"3116740029809";"Bestfizz";"France";"";"Lutti";"";"349.01666";"64.5";"0.4";"fat_value 0.4, carbohydrates_value 79.6, sodium_value 0.051181102362204724, sugars_value 64.5, energy_value 1461, salt_value 0.13, energy_100g 1461, proteins_value 4.1, saturated-fat_value 0.2";""
"3116740025757";"Arlequin - Sans sucres";"France";"";"arlequin";"";;;;"";""
"3116740029816";"Color Party";"France";"Sirop de glucose-fructose, Sucre, Sirop de glucose, Eau, Gélatine -Farine de blé, Acidifiants, Correcteurs d'acidité, Amidon, Dextrose, Arômes, Gélifiant, Pectine, Stabilisants, Colorants, Amidon modifié, Épaississant, gomme d'acacia, Émulsifiant, E 471, Agent d'enrobage, Cire d'abeille, huile d'origine végétale, Acide citrique, Acide malique, Malate de sodium, Citrate de sodium, Glycérol, Sorbitol, E100, E120, E131, E153, E160a, E161b, E163";"Lutti";"";;;;"";""
"3116740025528";"O'Tablo";"France";"Sucre, sirop de glucose, sirop de sucre mélassé, contient des _sulfites_, farine de _blé_, matière grasse végétale de palme, amidon transformé, émulsifiant, gomme arabique, poudre de _lait_ entier, sel, chlorure d'ammonium, gélatine, arômes, suc de réglisse 0‚, huile végétale de coco, agent d'enrobage, cire de carnauba, colorant, E171.";"Lutti";"Cora";"374.81668";"71";"3.2";"carbohydrates_value 82, fat_value 3.2, saturated-fat_value 2, proteins_value 1.4, energy_100g 1569, salt_value 0.8, energy_value 1569, sugars_value 71, sodium_value 0.31496062992125984";""
"4946842521968";"カルピスxMINTIA";"日本";"";"Asahi";"";"1430";;;"energy_100g 1430, salt_value 0.02, carbohydrates_value 132, sodium_value 0.007874015748031496, energy_value 0.48, proteins_value 2";""
"3517460316246";"Pic Pomme";"France";"Sucre, sirop de glucose, eau, graisse végétale hydrogénée, dextrose, acidifiant, acide citrique, stabilisant, sorbitol, gélatine, arôme, émulsifiant, E473, colorants, E100, E141.";"Ptilo";"";;;;"";""
"3518161001004";"Pastille Violette Coeur de réglisse";"France";"Sucre, maltodextrine, arômes, menthol, graisse végétale. Agents d'enrobage, laque alimentaire, gomme arabique, E553b. Colorant, E171.";"Bon & Best";"Cora";"1640";;"0.1";"energy_value 392, sodium_value 0, salt_value 0, energy_100g 1640, proteins_value 0.1, fat_value 0.1, carbohydrates_value 98, fiber_value 0.1";""
"3518161009000";"Caramel tendre";"France";"sucre, sirop de glucose, lait entier concentré sucré, eau, graisse végétale hydrogénée, coprah, dextrose, sel, arômes, stabilisant, gomme arabique, émulsifiant, E471";"Bon & Best";"";;;;"";""
"3518161001325";"Caramel Tendre";"France";"sucre, sirop de glucose, lait entier concentré sucré, eau, graisse végétale hydrogénée, coprah, dextrose, sel, arômes, stabilisant, gomme arabique, émulsifiant, E471";"Bon & Best";"";;;;"";""
"3518161002117";"Car";"France";"sucre, sirop de sucre mélassé, farine de blé, amidon, extrait de réglisse, maltodextrine, arômes, colorants, sel, émulsifiant, mono et diglycérides d'acides gras, correcteur d'acidité, agents d'enrobage, curcumine, carmins, bleu patente V, carotènes végétaux, carbaunate, acide de sodium, cire d'abeille blanche et jaune, cire de carnauba";"Bon&Best";"SuperU";;;;"";""
"80785972";"Tic Tac Duo de Pommes";"France";"Ingrédients, sucre, acidifiants, maltodextrine, amidon de riz, épaississant, gomme arabique, arômes, pomme verte en poudre, agent d'enrobage, cire de carnauba, colorants, ., acide tartrique, acide malique, E100, E 141 li";"tic tac, Ferrero";"Monoprix";"403.48334";;"0.7";"proteins_value 0.1, carbohydrates_value 95.7, energy_100g 1689, fat_value 0.7, energy_value 1689";""
"3382031002138";"Bétises de Cambrai";"France";"sucre, sirop de glucose de blé, essence de menthe, sans colorants";"Confiserie Despinoy";"";"278.78333";;"1";"energy_100g 1167, carbohydrates_value 95.6, energy_value 1167, fat_value 1, proteins_value 0.3";""
"3382030103089";"Bêtises de Cambrai sans sucres";"France";"Sirop de maltitol, _blé_, maltitol, essence de menthe, colorant, beta, carotène.";"Despinoy";"Cora";"233.87222";"0.5";"0.1";"fat_value 0.1, starch_value 0.01, salt_value 0.254, sugars_value 0.5, energy_value 979, fiber_value 0.1, carbohydrates_value 97.4, saturated-fat_value 0.1, proteins_value 0.3, energy_100g 979, polyols_value 97.4, sodium_value 0.1";""
"3389681004161";"Bonbons des Vosges arôme eucalyptus";"France";"Sucre, sirop de glucose, arôme eucalyptus, menthol, colorant E141ii.";"La Confiserie Bressaude";"Carrefour contact";;;;"";""
"7818500012132";"Chocolat Noisettes & crispies";"Switzerland";"sucre, beurre de cacao, pâte de cacao, lait écrémé en poudre, lait entier en poudre, huile de coco, noisettes moulues, cacao en poudre, crispies de céréales, beurre fondu, lait, émulsifiant, lécithine de soja, arômes, pistaches, noix.Cacao, minimum dans le chocolat, farine de riz, farine d' orge, farine d'avoine, sucre, extrait de malt d'orge, huile de tournesol, sel de cuisine";"Migros, M-Budget";"Migros";"2247";"54";"31";"carbohydrates_value 57, fat_value 31, carbon-footprint_value 1158, fiber_value 0.07, energy_100g 2247, sodium_value 0.02, sugars_value 54, energy_value 537, proteins_value 6, saturated-fat_value 19";""
"7610700601419";"Menthol ";"France";"Isomalt, menthol, extrait 0.2% d'eucalyptus et du mélange de 13 plantes Ricola, édulcorants, arôme naturel d'eucalyptus, colorant, chlorophylles, . Une consommation excessive peut avoir des effets laxatifs., sucralose, acésulfame-K";"Ricola";"Carrefour";"234.11111";"0";"0";"carbohydrates_value 97, fat_value 0, proteins_value 0, saturated-fat_value 0, salt_value 0, energy_100g 980, energy_value 980, sodium_value 0, polyols_value 97, sugars_value 0";""
"7610700601891";"Réglisse sans sucres";"France";"Isomalt, extrait 2.1% de réglisse, sorbitol, extrait 0.5% du mélange de 13 plantes Ricola, graisse végétale hydrogénée, chlorure d'ammonium, colorant, caramel ordinaire, édulcorant, glycosides de stéviol, arôme naturel d'anis étoilé, émulsifiant, lécithine de soja, menthol, arôme naturel de menthes";"Ricola";"";"236.5";"0";"1";"starch_value 0, salt_value 0, energy_value 990, sugars_value 0, menthol_value 42, fat_value 1, proteins_value 0, saturated-fat_value 1, energy_100g 990, sodium_value 0, polyols_value 95, fiber_value 0, carbohydrates_value 96";""
"7610700601624";"Ricola aux plantes";"France";"Isomalt, extrait, du mélange de 13 plantes Ricola, colorant, caramel ordinaire, sorbitol, édulcorant, glycosides de stéviol, arôme naturel de menthes, menthol.

Contient 5‚1 mg de menthol par bonbon";"Ricola";"Carrefour Market";"236.5";"0";"0";"saturated-fat_value 0, proteins_value 0, sodium_value 0, polyols_value 96, sugars_value 0, energy_value 990, energy_100g 990, salt_value 0, fat_value 0, carbohydrates_value 98";""
"7610700607008";"Kräuter Original";"Deutschland";"Isomalt, Kräuterauszug, aus Spitzwegerich, Eibisch, Pfefferminze, Thymian, Salbei, Frauenmantel, Holunderblüten, Schlüsselblume, Schafgarbe, Bibernelle, Ehrenpreis, Malve und Andorn, Farbstoff, Zuckerkulör, Sorbit, Süßungsmittel, natürliches Minzenaroma, Menthol, Aspartam, Acesulfam-K";"Ricola";"";"236.5";"0";"0";"menthol_value 144, fat_value 0, carbohydrates_value 98, proteins_value 0, saturated-fat_value 0, polyols_value 96, sodium_value 0, sugars_value 0, energy_value 990, salt_value 0, energy_100g 990";""
"7610700608869";"Salbei";"Deutschland";"Isomalt, Auszug, 1‚, aus Salbei, Vitamin C, Säuerungsmittel, Zitronensäure, Kräuterauszug, 0‚, aus Spitzwegerich, Eibisch, Pfefferminze, Thymian, Salbei, Frauenmantel, Schafgarbe, Bibernelle, Malve, Holunderblüten, Schlüsselblume, Ehrenpreis und Andorn, natürliches Aroma, Salbei, Süßstoffe, Aspartam, Acesulfam-K";"Ricola";"";"234.11111";"96";"0";"proteins_value 0, saturated-fat_value 0, salt_value 0, energy_100g 980, sodium_value 0, sugars_value 96, energy_value 980, fiber_value 0, vitamin-c_value 500, carbohydrates_value 97, fat_value 0";""
"7610700607077";"Ricola OrangeMenthe";"France";"Isomalt, acide citrique, extrait, 0‚, d'orange-menthe et du mélange de 13 plantes Ricola, arômes naturels d'oranges, édulcorants, menthol, arôme naturel de menthes, colorant, extrait de paprika, ., aspartame, acésulfame-K";"Ricola";"Intermarché";"236.5";"0";"0";"starch_value 0, proteins_value 0, saturated-fat_value 0, energy_100g 990, energy_value 990, sodium_value 0, polyols_value 96, sugars_value 0, fiber_value 0, carbohydrates_value 96, fat_value 0";""
"7610700607022";"Ricola Eucalyptus";"France";"Isomalt, sorbitol, arômes naturels de menthes, extrait, d'eucalyptus et du mélange de 13 plantes Ricola, arôme naturel d'eucalyptus, édulcorants, menthol, colorant, chlorophylles, aspartame, acésulfame K";"Ricola";"";"234.11111";;;"energy_100g 980";""
"7610700607442";"Ricola Réglisse sans sucres";"France";"Isomalt, extrait de réglisse, extrait du mélange de 13 plantes Ricola, graisse végétale hydrogénée, sorbitol, chlorure d'ammonium, colorant, caramel ordinaire, édulcorants, émulsifiant, lécithine de soja, arôme naturel d'anis étoilé, menthol, arôme naturel de menthes., aspartame, acésulfame-K";"ricola";"Carrefour Market";"236.5";"0";"1";"energy_value 990, sugars_value 0, polyols_value 95, sodium_value 0, energy_100g 990, saturated-fat_value 1, proteins_value 0, starch_value 0, fat_value 1, carbohydrates_value 96, fiber_value 0";""
"7610700607091";"Bonbons Suisses aux plantes";"France";"Isomalt, sorbitol, menthol, extrait du mélange de 13 plantes Ricola 0‚, édulcorants, arômes naturels, acidifiant, acide citrique, arôme naturel de menthes, colorant, chlorophylles, ., aspartame, acesulfame-K";"Ricola";"";"234.11111";"0";"0";"energy_100g 980, polyols_value 97, sodium_value 0, sugars_value 0, energy_value 980, starch_value 0, proteins_value 0, saturated-fat_value 0, carbohydrates_value 97, fat_value 0, fiber_value 0";""
"7610700600054";"Schweizer Kräuterzucker";"Deutschland";"Zucker, Glukosesirup, Kräuterauszug, aus Spitzwegerich, Eibisch, Pfefferminze, Thymian, Salbei, Frauenmantel, Holunderblüten, Schlüsselblume, Schafgarbe, Bibernelle, Ehrenpreis, Malve und Andorn, Farbstoff, einfaches Zuckerkulör, natürliches Minzenaroma, Menthol";"Ricola";"";"398.94446";"76";"0";"fat_value 0, carbohydrates_value 98, menthol_value 160, energy_value 1670, sodium_value 0, sugars_value 76, salt_value 0, energy_100g 1670, proteins_value 0, saturated-fat_value 0";""
"7610700607046";"Ricola LemonMint";"Belgique,  en:france";"Isomalt, acidifiant, acide citrique, extrait, 0‚, de mélisse citronnelle et du mélange de herbes Ricola, arômes naturels, édulcorants, colorant, bêta-carotène, aspartame, acésulfame-K";"Ricola";"";"983";;;"energy_value 235, polyols_value 96, carbohydrates_value 96, energy_100g 983, proteins_value 0";""
"7610700600016";"Ricola aux plantes";"France";"sucre, sirop de glucose, extrait, du mélange de 13 plantes Ricola, plantain, guimauve, menthe, thym, sauge, alchémille, fleurs de sureau, primevère, achillée, pimprenelle, véronique mauve et marrube, arôme naturel de menthes, menthol., colorant, caramel ordinaire";"Ricola";"Leclerc";"398.94446";"75";"0";"saturated-fat_value 0, proteins_value 0, energy_100g 1670, energy_value 1670, sugars_value 75, sodium_value 0, menthol_value 100, fiber_value 0, carbohydrates_value 98, fat_value 0";""
"7610700601396";"Eucalyptus";"France";"";"Ricola";"";"234.11111";"0";"0";"energy_value 980, polyols_value 97, sodium_value 0, sugars_value 0, salt_value 0, energy_100g 980, proteins_value 0, saturated-fat_value 0, fat_value 0, carbohydrates_value 97";""
"7610700949085";"Eucalyptus";"Belgique";"";"Ricola";"";"234.11111";"0";"0";"fat_value 0, carbohydrates_value 97, proteins_value 0, saturated-fat_value 0, sugars_value 0, polyols_value 97, sodium_value 0, energy_value 980, salt_value 0, energy_100g 980";""
"7610700946008";"Ricola Kräuter Original";"Deutschland";"Zutaten, lsomalt, Kräuterauszug, aus Spitzwegerich, Eibisch, Pfefferminze, Thymian, Salbei, Frauenmantel, Holunderblüten, Schlüsselblume, Schafgarbe, Bibernelle, Ehrenpreis, Malve und Andorn, Farbstoff, Zuckerkulör, Sorbit, Süßungsmittel, natürliches Minzenaroma, Menthol., Aspartam, Aœsulfam-K";"Ricola";"Netto, Edeka, Kaisers";"236.5";"0";"0";"fat_value 0, carbohydrates_value 98, proteins_value 0, saturated-fat_value 0, energy_value 990, sugars_value 0, sodium_value 0, polyols_value 96, salt_value 0, energy_100g 990";""
"7610700948491";"Sensations Fraîcheur";"France";"Sucre, sirop de glucose, humectant, glycérol, sucre inversé, sirop de glucose-fructose, extrait, de menthe poivrée et du mélange de 13 plantes Ricola, arôme naturel de menthe poivrée, menthol, colorant, E141";"Ricola";"Carrefour";"394.16666";"62";"0";"carbohydrates_value 96, fat_value 0, energy_100g 1650, salt_value 0, energy_value 1650, sugars_value 62, sodium_value 0, polyols_value 9, saturated-fat_value 0, proteins_value 0";""
"7610700624234";"Ricola argousier";"France";"Isomalt, acidifiant, acide citrique, concentré de jus d'argousier, 0‚, extrait, 0‚, du mélange de plantes Ricola, arômes naturels, édulcorants, colorant, paprika, ., aspartame, acésulfame-K";"Ricola";"";"236.5";"0";"0";"fat_value 0, carbohydrates_value 96, fiber_value 0, energy_value 990, sodium_value 0, sugars_value 0, energy_100g 990, proteins_value 0, saturated-fat_value 0";""
"7610700626306";"Bonbon suisse aux plantes sans sucres Menthe des Montagnes";"France";"Isomalt, extraits, 0‚, de menthe, Mentha suaveolens, et du mélange de 13 plantes Ricola, sorbitol, édulcorants, menthol, arôme naturel de menthe douce, colorant, E141, ., aspartame, acésulfame-K";"Ricola";"SuperU";"234.11111";"0";"0";"fat_value 0, carbohydrates_value 98, fiber_value 0, sugars_value 0, sodium_value 0, polyols_value 98, energy_value 980, salt_value 0, energy_100g 980, proteins_value 0, saturated-fat_value 0";""
"7610700624678";"Ricola Verveine citronnée";"France";"isomalt, sorbitol, extraits, arôme naturel, édulcorants, menthol, arôme naturel de menthes, extraits de verveines, extraits du mélange de 13 plantes Ricola et de mélisse citronnelle, aspartame, acésulfame K";"Ricola";"";"234.11111";;;"energy_100g 980";""
"7610700626405";"Ricola  menthol";"France";"Isomalt, menthol, extrait, 0‚, d'eucalyptus et du mélange de 13 plantes Ricola, édulcorants, arôme naturel d'eucalyptus, colorants, chlorophylles, ., sucralose, acésulfame-K";"Ricola";"";"234.11111";"0";"0";"poly_value 97, proteins_value 0, saturated-fat_value 0, salt_value 0, energy_100g 980, sodium_value 0, sugars_value 0, energy_value 980, carbohydrates_value 97, fat_value 0";""
"7610700626689";"Fleurs de Sureau";"France";"Isomalt, acidifiant, acide malique, extrait, 0‚, de fleurs de sureau et du mélange de 13 plantes Ricola, concentré de jus de citron, édulcorants, arômes naturels, menthol, concentré, ., sucralose, acésulfame-K, patate douce, carotte";"Ricola";"Carrefour Market";"236.5";"0";"0";"carbohydrates_value 97, fat_value 0, saturated-fat_value 0, proteins_value 0, energy_100g 990, salt_value 0, sugars_value 0, sodium_value 0, polyols_value 96, energy_value 990";""
"7610700626382";"Eucalyptus ";"France";"isomalt, arômes naturels de menthes. extrait, 0‚, d'eucalyptus et du mélange de 13 plantes Ricola, arôme naturel d'eucalyptus, menthols, édulcorants, colorant, chlorophylles, Sucralose, Acesulfame-k";"Ricola";"Carrefour";"234.11111";"0";"0";"proteins_value 0, saturated-fat_value 0, energy_value 980, sugars_value 0, sodium_value 0, polyols_value 97, salt_value 0, energy_100g 980, fat_value 0, carbohydrates_value 97";""
"7610700626887";"Menthe des Glaciers";"France";"Isomalt, extraits, 0‚, de menthes et mélange de 13 plantes Ricola, arôme naturel de menthes, menthol, édulcorants, colorant, E141, ., sucralose, acésulfame-K";"Ricola";"Cora";"234.11111";"0";"0";"carbohydrates_value 98, fat_value 0, proteins_value 0, saturated-fat_value 0, salt_value 0, energy_100g 980, energy_value 980, sodium_value 0, polyols_value 98, sugars_value 0";""
"7610700612064";"Ricola Menthol extra fort";"France";"Isomalt, sorbitol, menthol, extrait, d'eucalyptus et du mélange de 13 plantes Ricola, édulcorants, arôme naturel d'eucalyptus, colorant, chlorophylles, ., aspartame, acésulfame-K";"Ricola";"";"234.82777";"0";"0";"alcohol_value 0, proteins_value 0, saturated-fat_value 0, energy_100g 983, sugars_value 0, sodium_value 0, polyols_value 97, energy_value 983, fiber_value 0, carbohydrates_value 97, fat_value 0";""
;"Ricola Cranberry Bonbons suisses aux plantes";"France, Portugal";"Isomalt, acidifiant, acide citrique, concentré de jus de canneberges à gros fruits, 0‚, extrait, 0‚, du mélange de 13 plantes Ricola, concentré de jus d'aronia noir, édulcorants, arômes naturels de canneberge avec autres arômes naturels, menthol, arômes naturels., aspartame, acésulfame-k";"Ricola";"Carrefour";"236.5";"0";"0";"fat_value 0, carbohydrates_value 97, fiber_value 0, energy_value 990, sugars_value 0, polyols_value 96, sodium_value 0, energy_100g 990, saturated-fat_value 0, proteins_value 0, starch_value 0";""
"7610700612002";"Cassis Bonbons suisses aux plantes";"France";"Isomalt, acidifiant, acide citrique, extrait, 0‚, du mélange de 13 plantes Ricola, concentré de cassis, 0‚, arômes naturels, concentré de sureau, édulcorants, arôme naturel de menthes, menthol., aspartame, acésulfame-K";"Ricola";"Carrefour";"236.5";"0";"0";"starch_value 0, proteins_value 0, saturated-fat_value 0, salt_value 0, energy_100g 990, polyols_value 96, sodium_value 0, sugars_value 0, energy_value 990, fiber_value 0, carbohydrates_value 96, fat_value 0";""
"7610700614679";"Fleurs de sureau";"Dänemark, Frankreich, Deutschland";"Isomalt, acidifiant, acide malique, extrait, de fleurs de sureau et du mélange de 13 plantes Ricola, concentré de jus de citron, édulcorants, arômes naturels, concentré, menthol, aspartame, acésulfame K, chou rouge, cerise";"Ricola";"Irma.dk";"236.5";"0";"0";"energy_100g 990, salt_value 0, energy_value 990, sodium_value 0, polyols_value 96, sugars_value 0, starch_value 0, saturated-fat_value 0, proteins_value 0, carbohydrates_value 97, fat_value 0, fiber_value 0";""
"7610700614044";"aux Plantes";"France";"Isomalt, extrait, du mélange de 13 plantes Ricola, colorant, caramel ordinaire, sorbitol, édulcorant, glycosides de stéviol, arôme naturel de menthes, menthol.";"Ricola";"";"236.5";"0";"0";"saturated-fat_value 0, proteins_value 0, energy_100g 990, salt_value 0, polyols_value 96, sodium_value 0, sugars_value 0, energy_value 990, carbohydrates_value 98, fat_value 0";""
"7610700612477";"Réglisse";"France";"Isomalt, extrait, 2‚, de réglisse, sorbitol, extrait, 0‚, du mélange de 13 plantes Ricola, graisse végétale hydrogénée, coco, chlorure d'ammonium, colorant, caramel ordinaire, édulcorant, glycosides de stéviol, arôme naturel d'anis étoilé, émulsifiant, ), menthol, arôme naturel de menthes., lécithines, _soja_";"Ricola";"";"236.5";"0";"1";"energy_100g 990, salt_value 0, polyols_value 95, sodium_value 0, sugars_value 0, energy_value 990, saturated-fat_value 1, proteins_value 0, carbohydrates_value 96, fat_value 1";""
